frame	mouth_winner	diar_winner	fused_winner	agree_mouth_vs_diar
   58	spk_b       	spk_a      	spk_a       	False
   59	spk_b       	spk_a      	spk_a       	False
   60	spk_b       	spk_a      	spk_a       	False
   61	spk_b       	spk_a      	spk_a       	False
   62	spk_b       	spk_a      	spk_a       	False
   63	spk_b       	spk_a      	spk_a       	False
   64	spk_b       	spk_a      	spk_a       	False
   65	spk_b       	spk_a      	spk_a       	False
   66	spk_a       	spk_a      	spk_a       	True
   67	spk_a       	spk_a      	spk_a       	True
   68	spk_a       	spk_a      	spk_a       	True
   78	spk_b       	spk_a      	spk_a       	False
   79	spk_b       	spk_a      	spk_a       	False
   80	spk_b       	spk_a      	spk_a       	False
   81	spk_b       	spk_a      	spk_a       	False
   82	spk_b       	spk_a      	spk_a       	False
   83	spk_b       	spk_a      	spk_a       	False
   84	spk_b       	spk_a      	spk_a       	False
   85	spk_b       	spk_a      	spk_a       	False
   86	spk_b       	spk_a      	spk_a       	False
   87	spk_b       	spk_a      	spk_a       	False
   88	spk_a       	spk_a      	spk_a       	True
   89	spk_a       	spk_a      	spk_a       	True
   90	spk_a       	spk_a      	spk_a       	True
   91	spk_a       	spk_a      	spk_a       	True
   92	spk_a       	spk_a      	spk_a       	True
   93	spk_b       	spk_a      	spk_a       	False
   94	spk_b       	spk_a      	spk_a       	False
   95	spk_b       	spk_a      	spk_a       	False
   96	spk_b       	spk_a      	spk_a       	False
   97	spk_b       	spk_a      	spk_a       	False
   98	spk_b       	spk_a      	spk_a       	False
   99	spk_b       	spk_a      	spk_a       	False
  100	spk_b       	spk_a      	spk_a       	False
  101	spk_b       	spk_a      	spk_a       	False
  102	spk_b       	spk_a      	spk_a       	False
  103	spk_b       	spk_a      	spk_a       	False
  104	spk_b       	spk_a      	spk_a       	False
  105	spk_b       	spk_a      	spk_a       	False
  106	spk_b       	spk_a      	spk_a       	False
  107	spk_b       	spk_a      	spk_a       	False
  120	spk_a       	spk_a      	spk_a       	True
  121	spk_a       	spk_a      	spk_a       	True
  122	spk_a       	spk_a      	spk_a       	True
  123	spk_a       	spk_a      	spk_a       	True
  124	spk_a       	spk_a      	spk_a       	True
  125	spk_a       	spk_a      	spk_a       	True
  126	spk_a       	spk_a      	spk_a       	True
  127	spk_a       	spk_a      	spk_a       	True
  128	spk_a       	spk_a      	spk_a       	True
  129	spk_a       	spk_a      	spk_a       	True
  130	spk_a       	spk_a      	spk_a       	True
  131	spk_a       	spk_a      	spk_a       	True
  132	spk_a       	spk_a      	spk_a       	True
  133	spk_a       	spk_a      	spk_a       	True
  134	spk_a       	spk_a      	spk_a       	True
  135	spk_a       	spk_a      	spk_a       	True
  136	spk_a       	spk_a      	spk_a       	True
  137	spk_a       	spk_a      	spk_a       	True
  138	spk_a       	spk_a      	spk_a       	True
  139	spk_a       	spk_a      	spk_a       	True
  140	spk_a       	spk_a      	spk_a       	True
  141	spk_a       	spk_a      	spk_a       	True
  142	spk_a       	spk_a      	spk_a       	True
  143	spk_a       	spk_a      	spk_a       	True
  144	spk_a       	spk_a      	spk_a       	True
  145	spk_a       	spk_a      	spk_a       	True
  146	spk_a       	spk_a      	spk_a       	True
  147	spk_a       	spk_a      	spk_a       	True
  148	spk_a       	spk_a      	spk_a       	True
  149	spk_a       	spk_a      	spk_a       	True
  150	spk_a       	spk_a      	spk_a       	True
  151	spk_a       	spk_a      	spk_a       	True
  152	spk_a       	spk_a      	spk_a       	True
  153	spk_a       	spk_a      	spk_a       	True
  154	spk_a       	spk_a      	spk_a       	True
  155	spk_a       	spk_a      	spk_a       	True
  156	spk_a       	spk_a      	spk_a       	True
  157	spk_a       	spk_a      	spk_a       	True
  158	spk_a       	spk_a      	spk_a       	True
  159	spk_a       	spk_a      	spk_a       	True
  160	spk_a       	spk_a      	spk_a       	True
  161	spk_a       	spk_a      	spk_a       	True
  162	spk_a       	spk_a      	spk_a       	True
  163	spk_b       	spk_a      	spk_a       	False
  164	spk_b       	spk_a      	spk_a       	False
  165	spk_b       	spk_a      	spk_a       	False
  166	spk_b       	spk_a      	spk_a       	False
  167	spk_b       	spk_a      	spk_a       	False
  168	spk_b       	spk_a      	spk_a       	False
  169	spk_b       	spk_a      	spk_a       	False
  170	spk_b       	spk_a      	spk_a       	False
  171	spk_b       	spk_a      	spk_a       	False
  172	spk_a       	spk_a      	spk_a       	True
  173	spk_a       	spk_a      	spk_a       	True
  174	spk_a       	spk_a      	spk_a       	True
  175	spk_b       	spk_a      	spk_a       	False
  176	spk_b       	spk_a      	spk_a       	False
  177	spk_b       	spk_a      	spk_a       	False
  178	spk_b       	spk_a      	spk_a       	False
  179	spk_b       	spk_a      	spk_a       	False
  180	spk_b       	spk_a      	spk_a       	False
  181	spk_b       	spk_a      	spk_a       	False
  182	spk_b       	spk_a      	spk_a       	False
  183	spk_b       	spk_a      	spk_a       	False
  184	spk_b       	spk_a      	spk_a       	False
  185	spk_b       	spk_a      	spk_a       	False
  186	spk_b       	spk_a      	spk_a       	False
  187	spk_b       	spk_a      	spk_a       	False
  188	spk_b       	spk_a      	spk_a       	False
  189	spk_b       	spk_a      	spk_a       	False
  190	spk_b       	spk_a      	spk_a       	False
  191	spk_b       	spk_a      	spk_a       	False
  192	spk_b       	spk_a      	spk_a       	False
  193	spk_b       	spk_a      	spk_a       	False
  194	spk_b       	spk_a      	spk_a       	False
  195	spk_b       	spk_a      	spk_a       	False
  196	spk_b       	spk_a      	spk_a       	False
  197	spk_b       	spk_a      	spk_a       	False
  198	spk_b       	spk_a      	spk_a       	False
  199	spk_b       	spk_a      	spk_a       	False
  200	spk_b       	spk_a      	spk_a       	False
  201	spk_b       	spk_a      	spk_a       	False
  202	spk_b       	spk_a      	spk_a       	False
  203	spk_b       	spk_a      	spk_a       	False
  204	spk_b       	spk_a      	spk_a       	False
  205	spk_b       	spk_a      	spk_a       	False
  206	spk_b       	spk_a      	spk_a       	False
  207	spk_b       	spk_a      	spk_a       	False
  208	spk_b       	spk_a      	spk_a       	False
  209	spk_b       	spk_a      	spk_a       	False
  219	spk_b       	spk_a      	spk_a       	False
  220	spk_a       	spk_a      	spk_a       	True
  221	spk_a       	spk_a      	spk_a       	True
  222	spk_a       	spk_a      	spk_a       	True
  223	spk_a       	spk_a      	spk_a       	True
  224	spk_a       	spk_a      	spk_a       	True
  225	spk_a       	spk_a      	spk_a       	True
  226	spk_a       	spk_a      	spk_a       	True
  227	spk_b       	spk_a      	spk_a       	False
  228	spk_b       	spk_a      	spk_a       	False
  229	spk_b       	spk_a      	spk_a       	False
  230	spk_b       	spk_a      	spk_a       	False
  231	spk_b       	spk_a      	spk_a       	False
  232	spk_b       	spk_a      	spk_a       	False
  233	spk_b       	spk_a      	spk_a       	False
  234	spk_b       	spk_a      	spk_a       	False
  235	spk_b       	spk_a      	spk_a       	False
  236	spk_b       	spk_a      	spk_a       	False
  237	spk_b       	spk_a      	spk_a       	False
  238	spk_b       	spk_a      	spk_a       	False
  239	spk_b       	spk_a      	spk_a       	False
  240	spk_b       	spk_a      	spk_a       	False
  241	spk_b       	spk_a      	spk_a       	False
  242	spk_b       	spk_a      	spk_a       	False
  243	spk_b       	spk_a      	spk_a       	False
  244	spk_b       	spk_a      	spk_a       	False
  245	spk_b       	spk_a      	spk_a       	False
  246	spk_a       	spk_a      	spk_a       	True
  247	spk_a       	spk_a      	spk_a       	True
  248	spk_a       	spk_a      	spk_a       	True
  249	spk_a       	spk_a      	spk_a       	True
  250	spk_a       	spk_a      	spk_a       	True
  251	spk_a       	spk_a      	spk_a       	True
  252	spk_b       	spk_a      	spk_a       	False
  253	spk_b       	spk_a      	spk_a       	False
  254	spk_b       	spk_a      	spk_a       	False
  255	spk_b       	spk_a      	spk_a       	False
  256	spk_b       	spk_a      	spk_a       	False
  257	spk_b       	spk_a      	spk_a       	False
  258	spk_b       	spk_a      	spk_a       	False
  259	spk_a       	spk_a      	spk_a       	True
  260	spk_a       	spk_a      	spk_a       	True
  261	spk_b       	spk_a      	spk_a       	False
  262	spk_b       	spk_a      	spk_a       	False
  263	spk_b       	spk_a      	spk_a       	False
  264	spk_b       	spk_a      	spk_a       	False
  265	spk_b       	spk_a      	spk_a       	False
  266	spk_b       	spk_a      	spk_a       	False
  267	spk_b       	spk_a      	spk_a       	False
  268	spk_b       	spk_a      	spk_a       	False
  269	spk_b       	spk_a      	spk_a       	False
  270	spk_b       	spk_a      	spk_a       	False
  271	spk_b       	spk_a      	spk_a       	False
  272	spk_b       	spk_a      	spk_a       	False
  273	spk_b       	spk_a      	spk_a       	False
  274	spk_b       	spk_a      	spk_a       	False
  275	spk_b       	spk_a      	spk_a       	False
  276	spk_b       	spk_a      	spk_a       	False
  277	spk_b       	spk_a      	spk_a       	False
  278	spk_b       	spk_a      	spk_a       	False
  279	spk_b       	spk_a      	spk_a       	False
  280	spk_b       	spk_a      	spk_a       	False
  281	spk_a       	spk_a      	spk_a       	True
  282	spk_a       	spk_a      	spk_a       	True
  283	spk_b       	spk_a      	spk_a       	False
  284	spk_b       	spk_a      	spk_a       	False
  285	spk_b       	spk_a      	spk_a       	False
  286	spk_b       	spk_a      	spk_a       	False
  287	spk_b       	spk_a      	spk_a       	False
  288	spk_b       	spk_a      	spk_a       	False
  289	spk_b       	spk_a      	spk_a       	False
  290	spk_b       	spk_a      	spk_a       	False
  291	spk_b       	spk_a      	spk_a       	False
  292	spk_b       	spk_a      	spk_a       	False
  293	spk_b       	spk_a      	spk_a       	False
  294	spk_b       	spk_a      	spk_a       	False
  295	spk_b       	spk_a      	spk_a       	False
  296	spk_b       	spk_a      	spk_a       	False
  297	spk_b       	spk_a      	spk_a       	False
  298	spk_b       	spk_a      	spk_a       	False
  299	spk_b       	spk_a      	spk_a       	False
  300	spk_b       	spk_a      	spk_a       	False
  301	spk_b       	spk_a      	spk_a       	False
  302	spk_b       	spk_a      	spk_a       	False
  303	spk_b       	spk_a      	spk_a       	False
  304	spk_b       	spk_a      	spk_a       	False
  305	spk_b       	spk_a      	spk_a       	False
  306	spk_b       	spk_a      	spk_a       	False
  307	spk_b       	spk_a      	spk_a       	False
  308	spk_b       	spk_a      	spk_a       	False
  309	spk_b       	spk_a      	spk_a       	False
  310	spk_b       	spk_a      	spk_a       	False
  311	spk_b       	spk_a      	spk_a       	False
  312	spk_b       	spk_a      	spk_a       	False
  313	spk_b       	spk_a      	spk_a       	False
  314	spk_b       	spk_a      	spk_a       	False
  315	spk_a       	spk_a      	spk_a       	True
  316	spk_b       	spk_a      	spk_a       	False
  317	spk_b       	spk_a      	spk_a       	False
  318	spk_b       	spk_a      	spk_a       	False
  319	spk_b       	spk_a      	spk_a       	False
  320	spk_b       	spk_a      	spk_a       	False
  321	spk_a       	spk_a      	spk_a       	True
  322	spk_a       	spk_a      	spk_a       	True
  323	spk_a       	spk_a      	spk_a       	True
  324	spk_a       	spk_a      	spk_a       	True
  325	spk_a       	spk_a      	spk_a       	True
  326	spk_a       	spk_a      	spk_a       	True
  327	spk_a       	spk_a      	spk_a       	True
  328	spk_a       	spk_a      	spk_a       	True
  329	spk_b       	spk_a      	spk_a       	False
  330	spk_b       	spk_a      	spk_a       	False
  331	spk_b       	spk_a      	spk_a       	False
  332	spk_b       	spk_a      	spk_a       	False
  333	spk_b       	spk_a      	spk_a       	False
  334	spk_b       	spk_a      	spk_a       	False
  335	spk_b       	spk_a      	spk_a       	False
  336	spk_b       	spk_a      	spk_a       	False
  337	spk_b       	spk_a      	spk_a       	False
  338	spk_b       	spk_a      	spk_a       	False
  339	spk_b       	spk_a      	spk_a       	False
  340	spk_b       	spk_a      	spk_a       	False
  341	spk_b       	spk_a      	spk_a       	False
  342	spk_b       	spk_a      	spk_a       	False
  343	spk_b       	spk_a      	spk_a       	False
  344	spk_a       	spk_a      	spk_a       	True
  345	spk_a       	spk_a      	spk_a       	True
  346	spk_a       	spk_a      	spk_a       	True
  347	spk_a       	spk_a      	spk_a       	True
  348	spk_b       	spk_a      	spk_a       	False
  349	spk_b       	spk_a      	spk_a       	False
  350	spk_b       	spk_a      	spk_a       	False
  351	spk_b       	spk_a      	spk_a       	False
  352	spk_b       	spk_a      	spk_a       	False
  353	spk_b       	spk_a      	spk_a       	False
  354	spk_b       	spk_a      	spk_a       	False
  355	spk_b       	spk_a      	spk_a       	False
  356	spk_b       	spk_a      	spk_a       	False
  357	spk_b       	spk_a      	spk_a       	False
  358	spk_b       	spk_a      	spk_a       	False
  359	spk_b       	spk_a      	spk_a       	False
  375	spk_b       	spk_a      	spk_a       	False
  376	spk_b       	spk_a      	spk_a       	False
  377	spk_b       	spk_a      	spk_a       	False
  378	spk_b       	spk_a      	spk_a       	False
  379	spk_b       	spk_a      	spk_a       	False
  380	spk_b       	spk_a      	spk_a       	False
  381	spk_b       	spk_a      	spk_a       	False
  382	spk_b       	spk_a      	spk_a       	False
  383	spk_b       	spk_a      	spk_a       	False
  384	spk_b       	spk_a      	spk_a       	False
  385	spk_b       	spk_a      	spk_a       	False
  386	spk_b       	spk_a      	spk_a       	False
  387	spk_b       	spk_a      	spk_a       	False
  388	spk_b       	spk_a      	spk_a       	False
  389	spk_b       	spk_a      	spk_a       	False
  390	spk_b       	spk_a      	spk_a       	False
  391	spk_b       	spk_a      	spk_a       	False
  392	spk_b       	spk_a      	spk_a       	False
  393	spk_b       	spk_a      	spk_a       	False
  394	spk_b       	spk_a      	spk_a       	False
  395	spk_b       	spk_a      	spk_a       	False
  396	spk_b       	spk_a      	spk_a       	False
  397	spk_b       	spk_a      	spk_a       	False
  398	spk_b       	spk_a      	spk_a       	False
  399	spk_b       	spk_a      	spk_a       	False
  400	spk_b       	spk_a      	spk_a       	False
  401	spk_b       	spk_a      	spk_a       	False
  402	spk_b       	spk_a      	spk_a       	False
  403	spk_b       	spk_a      	spk_a       	False
  404	spk_b       	spk_a      	spk_a       	False
  405	spk_b       	spk_a      	spk_a       	False
  406	spk_b       	spk_a      	spk_a       	False
  407	spk_b       	spk_a      	spk_a       	False
  408	spk_b       	spk_a      	spk_a       	False
  409	spk_b       	spk_a      	spk_a       	False
  410	spk_b       	spk_a      	spk_a       	False
  411	spk_b       	spk_a      	spk_a       	False
  412	spk_b       	spk_a      	spk_a       	False
  413	spk_b       	spk_a      	spk_a       	False
  414	spk_b       	spk_a      	spk_a       	False
  415	spk_b       	spk_a      	spk_a       	False
  416	spk_b       	spk_a      	spk_a       	False
  417	spk_b       	spk_a      	spk_a       	False
  418	spk_b       	spk_a      	spk_a       	False
  419	spk_b       	spk_a      	spk_a       	False
  423	spk_b       	spk_a      	spk_a       	False
  424	spk_b       	spk_a      	spk_a       	False
  425	spk_b       	spk_a      	spk_a       	False
  426	spk_b       	spk_a      	spk_a       	False
  427	spk_b       	spk_a      	spk_a       	False
  428	spk_b       	spk_a      	spk_a       	False
  429	spk_b       	spk_a      	spk_a       	False
  430	spk_b       	spk_a      	spk_a       	False
  431	spk_b       	spk_a      	spk_a       	False
  432	spk_b       	spk_a      	spk_a       	False
  433	spk_b       	spk_a      	spk_a       	False
  434	spk_b       	spk_a      	spk_a       	False
  435	spk_b       	spk_a      	spk_a       	False
  436	spk_b       	spk_a      	spk_a       	False
  437	spk_b       	spk_a      	spk_a       	False
  438	spk_b       	spk_a      	spk_a       	False
  439	spk_b       	spk_a      	spk_a       	False
  440	spk_a       	spk_a      	spk_a       	True
  441	spk_a       	spk_a      	spk_a       	True
  442	spk_a       	spk_a      	spk_a       	True
  443	spk_a       	spk_a      	spk_a       	True
  444	spk_a       	spk_a      	spk_a       	True
  445	spk_a       	spk_a      	spk_a       	True
  446	spk_a       	spk_a      	spk_a       	True
  447	spk_a       	spk_a      	spk_a       	True
  448	spk_a       	spk_a      	spk_a       	True
  449	spk_a       	spk_a      	spk_a       	True
  450	spk_a       	spk_a      	spk_a       	True
  451	spk_a       	spk_a      	spk_a       	True
  452	spk_b       	spk_a      	spk_a       	False
  453	spk_b       	spk_a      	spk_a       	False
  454	spk_b       	spk_a      	spk_a       	False
  455	spk_a       	spk_a      	spk_a       	True
  456	spk_a       	spk_a      	spk_a       	True
  457	spk_a       	spk_a      	spk_a       	True
  458	spk_a       	spk_a      	spk_a       	True
  459	spk_a       	spk_a      	spk_a       	True
  460	spk_a       	spk_a      	spk_a       	True
  461	spk_a       	spk_a      	spk_a       	True
  462	spk_a       	spk_a      	spk_a       	True
  463	spk_a       	spk_a      	spk_a       	True
  464	spk_a       	spk_a      	spk_a       	True
  465	spk_a       	spk_a      	spk_a       	True
  466	spk_a       	spk_a      	spk_a       	True
  467	spk_a       	spk_a      	spk_a       	True
  468	spk_a       	spk_a      	spk_a       	True
  469	spk_a       	spk_a      	spk_a       	True
  470	spk_a       	spk_a      	spk_a       	True
  471	spk_a       	spk_a      	spk_a       	True
  472	spk_a       	spk_a      	spk_a       	True
  473	spk_a       	spk_a      	spk_a       	True
  474	spk_a       	spk_a      	spk_a       	True
  475	spk_a       	spk_a      	spk_a       	True
  476	spk_a       	spk_a      	spk_a       	True
  477	spk_a       	spk_a      	spk_a       	True
  478	spk_a       	spk_a      	spk_a       	True
  479	spk_a       	spk_a      	spk_a       	True
  480	spk_b       	spk_a      	spk_a       	False
  481	spk_b       	spk_a      	spk_a       	False
  482	spk_b       	spk_a      	spk_a       	False
  483	spk_b       	spk_a      	spk_a       	False
  484	spk_b       	spk_a      	spk_a       	False
  485	spk_a       	spk_a      	spk_a       	True
  486	spk_a       	spk_a      	spk_a       	True
  487	spk_a       	spk_a      	spk_a       	True
  488	spk_b       	spk_a      	spk_a       	False
  489	spk_a       	spk_a      	spk_a       	True
  490	spk_a       	spk_a      	spk_a       	True
  491	spk_b       	spk_a      	spk_a       	False
  492	spk_b       	spk_a      	spk_a       	False
  493	spk_b       	spk_a      	spk_a       	False
  494	spk_b       	spk_a      	spk_a       	False
  495	spk_a       	spk_a      	spk_a       	True
  496	spk_a       	spk_a      	spk_a       	True
  497	spk_a       	spk_a      	spk_a       	True
  498	spk_a       	spk_a      	spk_a       	True
  499	spk_b       	spk_a      	spk_a       	False
  500	spk_b       	spk_a      	spk_a       	False
  501	spk_b       	spk_a      	spk_a       	False
  502	spk_b       	spk_a      	spk_a       	False
  503	spk_b       	spk_a      	spk_a       	False
  504	spk_b       	spk_a      	spk_a       	False
  505	spk_a       	spk_a      	spk_a       	True
  506	spk_a       	spk_a      	spk_a       	True
  507	spk_a       	spk_a      	spk_a       	True
  508	spk_a       	spk_a      	spk_a       	True
  509	spk_a       	spk_a      	spk_a       	True
  510	spk_a       	spk_a      	spk_a       	True
  511	spk_a       	spk_a      	spk_a       	True
  512	spk_a       	spk_a      	spk_a       	True
  513	spk_a       	spk_a      	spk_a       	True
  514	spk_a       	spk_a      	spk_a       	True
  515	spk_a       	spk_a      	spk_a       	True
  516	spk_b       	spk_a      	spk_a       	False
  517	spk_b       	spk_a      	spk_a       	False
  518	spk_b       	spk_a      	spk_a       	False
  519	spk_b       	spk_a      	spk_a       	False
  520	spk_b       	spk_a      	spk_a       	False
  521	spk_b       	spk_a      	spk_a       	False
  522	spk_b       	spk_a      	spk_a       	False
  523	spk_b       	spk_a      	spk_a       	False
  524	spk_b       	spk_a      	spk_a       	False
  525	spk_b       	spk_a      	spk_a       	False
  526	spk_b       	spk_a      	spk_a       	False
  527	spk_b       	spk_a      	spk_a       	False
  528	spk_b       	spk_a      	spk_a       	False
  529	spk_b       	spk_a      	spk_a       	False
  530	spk_b       	spk_a      	spk_a       	False
  531	spk_b       	spk_a      	spk_a       	False
  532	spk_b       	spk_a      	spk_a       	False
  533	spk_b       	spk_a      	spk_a       	False
  534	spk_b       	spk_a      	spk_a       	False
  535	spk_b       	spk_a      	spk_a       	False
  536	spk_b       	spk_a      	spk_a       	False
  537	spk_b       	spk_a      	spk_a       	False
  538	spk_b       	spk_a      	spk_a       	False
  539	spk_b       	spk_a      	spk_a       	False
  540	spk_b       	spk_a      	spk_a       	False
  541	spk_b       	spk_a      	spk_a       	False
  542	spk_b       	spk_a      	spk_a       	False
  543	spk_b       	spk_a      	spk_a       	False
  544	spk_a       	spk_a      	spk_a       	True
  545	spk_a       	spk_a      	spk_a       	True
  546	spk_a       	spk_a      	spk_a       	True
  547	spk_a       	spk_a      	spk_a       	True
  548	spk_a       	spk_a      	spk_a       	True
  549	spk_a       	spk_a      	spk_a       	True
  550	spk_a       	spk_a      	spk_a       	True
  551	spk_a       	spk_a      	spk_a       	True
  552	spk_a       	spk_a      	spk_a       	True
  553	spk_a       	spk_a      	spk_a       	True
  554	spk_a       	spk_a      	spk_a       	True
  555	spk_a       	spk_a      	spk_a       	True
  556	spk_a       	spk_a      	spk_a       	True
  557	spk_a       	spk_a      	spk_a       	True
  558	spk_a       	spk_a      	spk_a       	True
  559	spk_b       	spk_a      	spk_a       	False
  560	spk_b       	spk_a      	spk_a       	False
  561	spk_b       	spk_a      	spk_a       	False
  562	spk_b       	spk_a      	spk_a       	False
  563	spk_b       	spk_a      	spk_a       	False
  579	spk_b       	spk_a      	spk_a       	False
  580	spk_b       	spk_a      	spk_a       	False
  581	spk_b       	spk_a      	spk_a       	False
  582	spk_b       	spk_a      	spk_a       	False
  583	spk_b       	spk_a      	spk_a       	False
  584	spk_b       	spk_a      	spk_a       	False
  585	spk_b       	spk_a      	spk_a       	False
  586	spk_b       	spk_a      	spk_a       	False
  587	spk_b       	spk_a      	spk_a       	False
  588	spk_b       	spk_a      	spk_a       	False
  589	spk_a       	spk_a      	spk_a       	True
  590	spk_a       	spk_a      	spk_a       	True
  591	spk_a       	spk_a      	spk_a       	True
  592	spk_a       	spk_a      	spk_a       	True
  593	spk_b       	spk_a      	spk_a       	False
  594	spk_b       	spk_a      	spk_a       	False
  595	spk_b       	spk_a      	spk_a       	False
  596	spk_b       	spk_a      	spk_a       	False
  597	spk_b       	spk_a      	spk_a       	False
  598	spk_b       	spk_a      	spk_a       	False
  599	spk_b       	spk_a      	spk_a       	False
  600	spk_b       	spk_a      	spk_a       	False
  601	spk_b       	spk_a      	spk_a       	False
  602	spk_b       	spk_a      	spk_a       	False
  603	spk_b       	spk_a      	spk_a       	False
  604	spk_b       	spk_a      	spk_a       	False
  605	spk_b       	spk_a      	spk_a       	False
  606	spk_b       	spk_a      	spk_a       	False
  607	spk_b       	spk_a      	spk_a       	False
  608	spk_a       	spk_a      	spk_a       	True
  609	spk_a       	spk_a      	spk_a       	True
  610	spk_a       	spk_a      	spk_a       	True
  611	spk_a       	spk_a      	spk_a       	True
  612	spk_a       	spk_a      	spk_a       	True
  613	spk_a       	spk_a      	spk_a       	True
  614	spk_a       	spk_a      	spk_a       	True
  615	spk_a       	spk_a      	spk_a       	True
  616	spk_a       	spk_a      	spk_a       	True
  617	spk_a       	spk_a      	spk_a       	True
  618	spk_b       	spk_a      	spk_a       	False
  619	spk_b       	spk_a      	spk_a       	False
  620	spk_b       	spk_a      	spk_a       	False
  621	spk_b       	spk_a      	spk_a       	False
  622	spk_a       	spk_a      	spk_a       	True
  623	spk_a       	spk_a      	spk_a       	True
  624	spk_a       	spk_a      	spk_a       	True
  625	spk_a       	spk_a      	spk_a       	True
  626	spk_a       	spk_a      	spk_a       	True
  627	spk_a       	spk_a      	spk_a       	True
  628	spk_a       	spk_a      	spk_a       	True
  629	spk_a       	spk_a      	spk_a       	True
  630	spk_a       	spk_a      	spk_a       	True
  631	spk_a       	spk_a      	spk_a       	True
  632	spk_a       	spk_a      	spk_a       	True
  651	spk_b       	spk_a      	silence     	False
  652	spk_b       	spk_a      	spk_a       	False
  653	spk_b       	spk_a      	spk_a       	False
  654	spk_b       	spk_a      	spk_a       	False
  662	spk_a       	spk_b      	spk_b       	False
  663	spk_a       	spk_b      	spk_b       	False
  664	spk_a       	spk_b      	spk_b       	False
  665	spk_b       	spk_b      	spk_b       	True
  666	spk_b       	spk_b      	spk_b       	True
  667	spk_b       	spk_b      	spk_b       	True
  668	spk_b       	spk_b      	spk_b       	True
  669	spk_b       	spk_b      	spk_b       	True
  670	spk_b       	spk_b      	spk_b       	True
  671	spk_b       	spk_b      	spk_b       	True
  672	spk_b       	spk_b      	spk_b       	True
  673	spk_b       	spk_b      	spk_b       	True
  674	spk_b       	spk_b      	spk_b       	True
  675	spk_b       	spk_b      	spk_b       	True
  676	spk_b       	spk_b      	spk_b       	True
  677	spk_b       	spk_b      	spk_b       	True
  678	spk_b       	spk_b      	spk_b       	True
  679	spk_b       	spk_b      	spk_b       	True
  680	spk_b       	spk_b      	spk_b       	True
  681	spk_b       	spk_b      	spk_b       	True
  682	spk_b       	spk_b      	spk_b       	True
  683	spk_b       	spk_b      	spk_b       	True
  684	spk_b       	spk_b      	spk_b       	True
  685	spk_b       	spk_b      	spk_b       	True
  686	spk_b       	spk_b      	spk_b       	True
  690	spk_b       	spk_b      	spk_b       	True
  691	spk_b       	spk_b      	spk_b       	True
  692	spk_b       	spk_b      	spk_b       	True
  693	spk_b       	spk_b      	spk_b       	True
  694	spk_b       	spk_b      	spk_b       	True
  695	spk_b       	spk_b      	spk_b       	True
